0,0,0,FALSE,,,48,,,,,0,,,0,0
0,-25,147.543,,,,,,,,,,,,,
0,-24.638,147.54,,,,,,,,,,,,,
0,-24.03,147.513,,,,,,,,,,,,,
0,-23.51,147.47,,,,,,,,,,,,,
0,-23.382,147.463,,,,,,,,,,,,,
0,-23.276,147.476,,,,,,,,,,,,,
0,-23.126,147.502,,,,,,,,,,,,,
0,-21.011,147.778,,,,,,,,,,,,,
0,-20.342,147.869,,,,,,,,,,,,,
0,-19.914,147.839,,,,,,,,,,,,,
0,-19.015,147.869,,,,,,,,,,,,,
0,-18.861,147.902,,,,,,,,,,,,,
0,-16.21,147.922,,,,,,,,,,,,,
0,-7.521,147.951,,,,,,,,,,,,,
0,-7.096,147.949,,,,,,,,,,,,,
0,-6.699,147.873,,,,,,,,,,,,,
0,-3.972,147.093,,,,,,,,,,,,,
0,-0.83,145.565,,,,,,,,,,,,,
0,0.578,145.565,,,,,,,,,,,,,
0,1.033,145.565,,,,,,,,,,,,,
0,1.103,145.565,,,,,,,,,,,,,
0,2.462,146.268,,,,,,,,,,,,,
0,5.4,147.883,,,,,,,,,,,,,
0,5.937,147.876,,,,,,,,,,,,,
0,6.135,147.858,,,,,,,,,,,,,
0,6.369,147.857,,,,,,,,,,,,,
0,6.829,147.828,,,,,,,,,,,,,
0,7.37,147.844,,,,,,,,,,,,,
0,8.408,147.817,,,,,,,,,,,,,
0,8.616,147.813,,,,,,,,,,,,,
0,8.726,147.82,,,,,,,,,,,,,
0,8.886,147.822,,,,,,,,,,,,,
0,9.394,147.834,,,,,,,,,,,,,
0,10.006,147.87,,,,,,,,,,,,,
0,10.673,147.909,,,,,,,,,,,,,
0,10.999,147.881,,,,,,,,,,,,,
0,11.366,147.965,,,,,,,,,,,,,
0,11.562,147.946,,,,,,,,,,,,,
0,13.277,147.913,,,,,,,,,,,,,
0,14.934,147.886,,,,,,,,,,,,,
0,17.996,147.858,,,,,,,,,,,,,
0,19.101,147.877,,,,,,,,,,,,,
0,19.399,147.878,,,,,,,,,,,,,
0,22.064,148.151,,,,,,,,,,,,,
0,22.159,148.149,,,,,,,,,,,,,
0,22.212,148.163,,,,,,,,,,,,,
0,22.237,148.165,,,,,,,,,,,,,
0,25,148.167,,,,,,,,,,,,,
0.1,1,100,FALSE,,,39,,,,,0,,,0,0
0,-25,168.241,,,,,,,,,,,,,
0,-24.011,166.446,,,,,,,,,,,,,
0,-20.874,163.746,,,,,,,,,,,,,
0,-20.541,163.329,,,,,,,,,,,,,
0,-19.53,162.706,,,,,,,,,,,,,
0,-14.433,158.37,,,,,,,,,,,,,
0,-13.605,157.893,,,,,,,,,,,,,
0,-4.646,149.611,,,,,,,,,,,,,
0,-2.619,148.404,,,,,,,,,,,,,
0,-0.919,148.051,,,,,,,,,,,,,
0,-0.504,148.088,,,,,,,,,,,,,
0,0.83,148.045,,,,,,,,,,,,,
0,1.813,148.057,,,,,,,,,,,,,
0,2.801,148.215,,,,,,,,,,,,,
0,3.445,148.447,,,,,,,,,,,,,
0,4.717,149.491,,,,,,,,,,,,,
0,5.431,149.831,,,,,,,,,,,,,
0,6.093,149.81,,,,,,,,,,,,,
0,6.431,149.786,,,,,,,,,,,,,
0,6.881,149.77,,,,,,,,,,,,,
0,7.173,149.834,,,,,,,,,,,,,
0,7.384,149.835,,,,,,,,,,,,,
0,7.92,149.786,,,,,,,,,,,,,
0,9.039,149.783,,,,,,,,,,,,,
0,10.408,149.707,,,,,,,,,,,,,
0,10.679,149.706,,,,,,,,,,,,,
0,11.226,149.718,,,,,,,,,,,,,
0,12.298,149.836,,,,,,,,,,,,,
0,12.819,149.981,,,,,,,,,,,,,
0,14.083,150.069,,,,,,,,,,,,,
0,14.353,149.995,,,,,,,,,,,,,
0,15.602,149.992,,,,,,,,,,,,,
0,19.099,150.248,,,,,,,,,,,,,
0,19.711,150.233,,,,,,,,,,,,,
0,21.414,150.326,,,,,,,,,,,,,
0,21.807,150.287,,,,,,,,,,,,,
0,24.079,150.554,,,,,,,,,,,,,
0,24.549,150.609,,,,,,,,,,,,,
0,25,150.631,,,,,,,,,,,,,
0.2,2,200,FALSE,,,52,,,,,0,,,0,0
0,-25,174.853,,,,,,,,,,,,,
0,-21.879,172.251,,,,,,,,,,,,,
0,-21.252,171.712,,,,,,,,,,,,,
0,-10.18,157.176,,,,,,,,,,,,,
0,-8.963,155.63,,,,,,,,,,,,,
0,-7.061,154.193,,,,,,,,,,,,,
0,-2.233,149.643,,,,,,,,,,,,,
0,-0.615,149.336,,,,,,,,,,,,,
0,-0.268,149.32,,,,,,,,,,,,,
0,1.01,150.949,,,,,,,,,,,,,
0,2.316,152.6,,,,,,,,,,,,,
0,3.239,152.91,,,,,,,,,,,,,
0,3.298,152.934,,,,,,,,,,,,,
0,4.617,153.242,,,,,,,,,,,,,
0,4.915,153.314,,,,,,,,,,,,,
0,4.956,153.317,,,,,,,,,,,,,
0,4.975,153.311,,,,,,,,,,,,,
0,6.161,152.883,,,,,,,,,,,,,
0,6.861,152.797,,,,,,,,,,,,,
0,7.346,152.717,,,,,,,,,,,,,
0,8.22,152.643,,,,,,,,,,,,,
0,8.392,152.622,,,,,,,,,,,,,
0,8.558,152.613,,,,,,,,,,,,,
0,9.128,152.594,,,,,,,,,,,,,
0,9.7,152.613,,,,,,,,,,,,,
