0,0,0,FALSE,,,78,,,,,0,,,óÑêÏêÖån,ëÂì˙êÏ
0,-25,216.134,,,,,,,,,,,,,
0,-23.979,216.022,,,,,,,,,,,,,
0,-23.833,216.022,,,,,,,,,,,,,
0,-23.723,216.021,,,,,,,,,,,,,
0,-23.456,216.016,,,,,,,,,,,,,
0,-22.979,216.006,,,,,,,,,,,,,
0,-22.716,216.069,,,,,,,,,,,,,
0,-22.326,216.091,,,,,,,,,,,,,
0,-21.555,216.201,,,,,,,,,,,,,
0,-20.711,216.311,,,,,,,,,,,,,
0,-20.582,216.33,,,,,,,,,,,,,
0,-20.234,216.315,,,,,,,,,,,,,
0,-18.429,216.148,,,,,,,,,,,,,
0,-16.481,216.23,,,,,,,,,,,,,
0,-16.466,216.229,,,,,,,,,,,,,
0,-16.459,216.231,,,,,,,,,,,,,
0,-16.453,216.233,,,,,,,,,,,,,
0,-15.498,216.63,,,,,,,,,,,,,
0,-15.06,216.494,,,,,,,,,,,,,
0,-14.04,216.259,,,,,,,,,,,,,
0,-13.507,216.061,,,,,,,,,,,,,
0,-11.86,214.315,,,,,,,,,,,,,
0,-9.023,211.915,,,,,,,,,,,,,
0,-1.957,205.43,,,,,,,,,,,,,
0,-1.768,205.438,,,,,,,,,,,,,
0,-1.364,205.448,,,,,,,,,,,,,
0,-1.204,205.362,,,,,,,,,,,,,
0,-0.987,205.342,,,,,,,,,,,,,
0,-0.033,205.309,,,,,,,,,,,,,
0,0.295,205.245,,,,,,,,,,,,,
0,0.691,205.291,,,,,,,,,,,,,
0,1.247,205.296,,,,,,,,,,,,,
0,2.412,205.184,,,,,,,,,,,,,
0,2.481,205.179,,,,,,,,,,,,,
0,3.155,205.144,,,,,,,,,,,,,
0,3.276,205.176,,,,,,,,,,,,,
0,3.49,205.607,,,,,,,,,,,,,
0,4.646,207.2,,,,,,,,,,,,,
0,5.124,208.081,,,,,,,,,,,,,
0,5.474,208.469,,,,,,,,,,,,,
0,5.922,208.854,,,,,,,,,,,,,
0,6.131,209.027,,,,,,,,,,,,,
0,6.39,209.251,,,,,,,,,,,,,
0,7.146,209.935,,,,,,,,,,,,,
0,7.77,210.475,,,,,,,,,,,,,
0,8.02,210.694,,,,,,,,,,,,,
0,8.55,210.682,,,,,,,,,,,,,
0,8.715,210.663,,,,,,,,,,,,,
0,8.939,210.638,,,,,,,,,,,,,
0,9.727,210.529,,,,,,,,,,,,,
0,10.307,210.502,,,,,,,,,,,,,
0,10.999,210.759,,,,,,,,,,,,,
0,11.073,210.783,,,,,,,,,,,,,
0,12.375,211.259,,,,,,,,,,,,,
0,12.863,211.594,,,,,,,,,,,,,
0,13.382,212.1,,,,,,,,,,,,,
0,13.613,212.266,,,,,,,,,,,,,
0,14.901,213.16,,,,,,,,,,,,,
0,15.465,213.636,,,,,,,,,,,,,
0,16.225,214.177,,,,,,,,,,,,,
0,16.237,214.186,,,,,,,,,,,,,
0,17.184,214.676,,,,,,,,,,,,,
0,17.969,214.917,,,,,,,,,,,,,
0,18.098,214.961,,,,,,,,,,,,,
0,18.691,215.077,,,,,,,,,,,,,
0,18.93,215.142,,,,,,,,,,,,,
0,19.808,215.297,,,,,,,,,,,,,
0,20.317,215.382,,,,,,,,,,,,,
0,20.455,215.398,,,,,,,,,,,,,
0,21.034,215.296,,,,,,,,,,,,,
0,21.147,215.282,,,,,,,,,,,,,
0,21.925,215.267,,,,,,,,,,,,,
0,22.842,215.259,,,,,,,,,,,,,
0,22.879,215.258,,,,,,,,,,,,,
0,22.963,215.256,,,,,,,,,,,,,
0,23.368,215.247,,,,,,,,,,,,,
0,24.841,215.214,,,,,,,,,,,,,
0,25,215.205,,,,,,,,,,,,,
0.1,1,100,FALSE,,,96,,,,,0,,,,
0,-25,218.216,,,,,,,,,,,,,
0,-24.838,218.177,,,,,,,,,,,,,
0,-23.42,217.874,,,,,,,,,,,,,
0,-23.189,217.921,,,,,,,,,,,,,
0,-22.761,217.904,,,,,,,,,,,,,
0,-20.611,218.005,,,,,,,,,,,,,
0,-19.975,218.072,,,,,,,,,,,,,
0,-19.86,218.066,,,,,,,,,,,,,
0,-19.458,218.101,,,,,,,,,,,,,
0,-18.728,218.18,,,,,,,,,,,,,
0,-17.885,218.324,,,,,,,,,,,,,
0,-17.477,218.359,,,,,,,,,,,,,
0,-17.378,218.355,,,,,,,,,,,,,
0,-17.306,218.364,,,,,,,,,,,,,
0,-16.937,218.254,,,,,,,,,,,,,
0,-13.047,217.696,,,,,,,,,,,,,
0,-11.338,217.449,,,,,,,,,,,,,
0,-11.018,217.296,,,,,,,,,,,,,
0,-10.772,217.236,,,,,,,,,,,,,
0,-10.011,217.179,,,,,,,,,,,,,
0,-9.367,217.192,,,,,,,,,,,,,
0,-9.089,217.18,,,,,,,,,,,,,
0,-8.757,217.194,,,,,,,,,,,,,
