0,0,0,FALSE,,,121,,,,,0,,,,âÕêÏä«óùé{ê›ìôç\ë¢óﬂ
0,-30,86.461,,,,,,,,,,,,,
0,-29.973,86.461,,,,,,,,,,,,,
0,-29.155,86.518,,,,,,,,,,,,,
0,-28.664,86.498,,,,,,,,,,,,,
0,-28.54,86.492,,,,,,,,,,,,,
0,-28.349,86.501,,,,,,,,,,,,,
0,-27.506,86.563,,,,,,,,,,,,,
0,-26.877,86.51,,,,,,,,,,,,,
0,-26.87,86.51,,,,,,,,,,,,,
0,-26.861,86.51,,,,,,,,,,,,,
0,-25.847,86.538,,,,,,,,,,,,,
0,-25.764,86.532,,,,,,,,,,,,,
0,-25.247,86.406,,,,,,,,,,,,,
0,-24.882,86.423,,,,,,,,,,,,,
0,-24.207,86.449,,,,,,,,,,,,,
0,-23.755,86.442,,,,,,,,,,,,,
0,-23.571,86.427,,,,,,,,,,,,,
0,-23.109,86.428,,,,,,,,,,,,,
0,-22.558,86.439,,,,,,,,,,,,,
0,-22.115,86.403,,,,,,,,,,,,,
0,-21.92,86.438,,,,,,,,,,,,,
0,-21.439,86.419,,,,,,,,,,,,,
0,-20.892,86.415,,,,,,,,,,,,,
0,-20.555,86.413,,,,,,,,,,,,,
0,-20.274,86.432,,,,,,,,,,,,,
0,-19.46,86.453,,,,,,,,,,,,,
0,-19.241,86.463,,,,,,,,,,,,,
0,-19.033,86.467,,,,,,,,,,,,,
0,-18.62,86.487,,,,,,,,,,,,,
0,-18.365,86.472,,,,,,,,,,,,,
0,-17.573,86.573,,,,,,,,,,,,,
0,-17.24,86.557,,,,,,,,,,,,,
0,-16.942,86.517,,,,,,,,,,,,,
0,-16.085,86.449,,,,,,,,,,,,,
0,-15.918,86.423,,,,,,,,,,,,,
0,-15.852,86.425,,,,,,,,,,,,,
0,-15.287,86.425,,,,,,,,,,,,,
0,-14.529,86.403,,,,,,,,,,,,,
0,-14.091,86.405,,,,,,,,,,,,,
0,-12.556,86.367,,,,,,,,,,,,,
0,-12.426,86.364,,,,,,,,,,,,,
0,-11.958,86.406,,,,,,,,,,,,,
0,-11.002,86.386,,,,,,,,,,,,,
0,-10.93,86.379,,,,,,,,,,,,,
0,-10.742,86.38,,,,,,,,,,,,,
0,-10.429,86.383,,,,,,,,,,,,,
0,-8.636,86.37,,,,,,,,,,,,,
0,-8.61,86.37,,,,,,,,,,,,,
0,-8.59,86.37,,,,,,,,,,,,,
0,-5.58,86.416,,,,,,,,,,,,,
0,-5.282,86.393,,,,,,,,,,,,,
0,-4.489,86.288,,,,,,,,,,,,,
0,-4.223,86.238,,,,,,,,,,,,,
0,-3.733,86.058,,,,,,,,,,,,,
0,-3.602,86.015,,,,,,,,,,,,,
0,-2.998,85.3,,,,,,,,,,,,,
0,-2.606,84.843,,,,,,,,,,,,,
0,-2.586,84.832,,,,,,,,,,,,,
0,-2.208,84.58,,,,,,,,,,,,,
0,-2.032,84.471,,,,,,,,,,,,,
0,-2.023,84.459,,,,,,,,,,,,,
0,-1.094,84.463,,,,,,,,,,,,,
0,-0.975,84.37,,,,,,,,,,,,,
0,-0.418,84.267,,,,,,,,,,,,,
0,-0.323,84.276,,,,,,,,,,,,,
0,-0.008,84.176,,,,,,,,,,,,,
0,0.722,84.077,,,,,,,,,,,,,
0,1.305,84.22,,,,,,,,,,,,,
0,1.339,84.238,,,,,,,,,,,,,
0,1.468,84.266,,,,,,,,,,,,,
0,2.429,84.829,,,,,,,,,,,,,
0,2.754,85.335,,,,,,,,,,,,,
0,3.125,85.91,,,,,,,,,,,,,
0,3.451,86.141,,,,,,,,,,,,,
0,4.216,86.62,,,,,,,,,,,,,
0,4.344,86.618,,,,,,,,,,,,,
0,4.849,86.658,,,,,,,,,,,,,
0,5.755,86.686,,,,,,,,,,,,,
0,5.909,86.691,,,,,,,,,,,,,
0,6.073,86.688,,,,,,,,,,,,,
0,7.614,86.667,,,,,,,,,,,,,
0,7.975,86.681,,,,,,,,,,,,,
0,8.239,86.678,,,,,,,,,,,,,
0,9.231,86.705,,,,,,,,,,,,,
0,9.306,86.71,,,,,,,,,,,,,
0,9.363,86.704,,,,,,,,,,,,,
0,9.946,86.696,,,,,,,,,,,,,
0,10.604,86.678,,,,,,,,,,,,,
0,10.996,86.713,,,,,,,,,,,,,
0,11.337,86.716,,,,,,,,,,,,,
0,11.649,86.721,,,,,,,,,,,,,
0,12.147,86.739,,,,,,,,,,,,,
0,12.719,86.75,,,,,,,,,,,,,
0,13.339,86.75,,,,,,,,,,,,,
0,13.351,86.749,,,,,,,,,,,,,
