0,0,0,FALSE,,,114,,,,,0,,,,0
0,-30,91.352,,,,,,,,,,,,,
0,-29.536,91.3,,,,,,,,,,,,,
0,-29.173,91.263,,,,,,,,,,,,,
0,-29.001,91.273,,,,,,,,,,,,,
0,-28.407,91.343,,,,,,,,,,,,,
0,-27.911,91.266,,,,,,,,,,,,,
0,-27.623,91.268,,,,,,,,,,,,,
0,-27.074,91.231,,,,,,,,,,,,,
0,-26.682,91.244,,,,,,,,,,,,,
0,-26.476,91.217,,,,,,,,,,,,,
0,-25.396,91.24,,,,,,,,,,,,,
0,-25.339,91.24,,,,,,,,,,,,,
0,-24.361,91.274,,,,,,,,,,,,,
0,-23.917,91.264,,,,,,,,,,,,,
0,-23.321,91.219,,,,,,,,,,,,,
0,-22.815,91.219,,,,,,,,,,,,,
0,-22.241,91.238,,,,,,,,,,,,,
0,-21.412,91.266,,,,,,,,,,,,,
0,-21.17,91.262,,,,,,,,,,,,,
0,-20.266,91.23,,,,,,,,,,,,,
0,-20.095,91.235,,,,,,,,,,,,,
0,-19.49,91.23,,,,,,,,,,,,,
0,-19.013,91.235,,,,,,,,,,,,,
0,-18.879,91.232,,,,,,,,,,,,,
0,-18.494,91.24,,,,,,,,,,,,,
0,-17.772,91.274,,,,,,,,,,,,,
0,-17.562,91.261,,,,,,,,,,,,,
0,-17.233,91.256,,,,,,,,,,,,,
0,-16.682,91.248,,,,,,,,,,,,,
0,-16.338,91.246,,,,,,,,,,,,,
0,-15.252,91.249,,,,,,,,,,,,,
0,-15.19,91.251,,,,,,,,,,,,,
0,-14.961,91.256,,,,,,,,,,,,,
0,-13.779,91.283,,,,,,,,,,,,,
0,-13.632,91.286,,,,,,,,,,,,,
0,-13.164,91.318,,,,,,,,,,,,,
0,-12.803,91.339,,,,,,,,,,,,,
0,-12.688,91.364,,,,,,,,,,,,,
0,-11.998,91.495,,,,,,,,,,,,,
0,-11.309,91.668,,,,,,,,,,,,,
0,-11.07,91.702,,,,,,,,,,,,,
0,-10.153,91.748,,,,,,,,,,,,,
0,-9.733,91.768,,,,,,,,,,,,,
0,-8.967,91.772,,,,,,,,,,,,,
