0,0,0,,,,84,,,,,0,,,óÑêÏêÖån,é‘íJêÏ
0,-25,136.797,,,,,,,,,,,,,
0,-24.199,136.815,,,,,,,,,,,,,
0,-24.028,136.821,,,,,,,,,,,,,
0,-22.986,136.812,,,,,,,,,,,,,
0,-22.725,136.813,,,,,,,,,,,,,
0,-21.862,136.808,,,,,,,,,,,,,
0,-21.812,136.814,,,,,,,,,,,,,
0,-21.796,136.816,,,,,,,,,,,,,
0,-21.729,136.815,,,,,,,,,,,,,
0,-20.556,136.901,,,,,,,,,,,,,
0,-19.808,136.891,,,,,,,,,,,,,
0,-19.382,136.882,,,,,,,,,,,,,
0,-18.327,137.067,,,,,,,,,,,,,
0,-17.606,137.103,,,,,,,,,,,,,
0,-16.462,137.017,,,,,,,,,,,,,
0,-15.596,137.011,,,,,,,,,,,,,
0,-15.005,136.962,,,,,,,,,,,,,
0,-13.312,136.857,,,,,,,,,,,,,
0,-12.231,136.75,,,,,,,,,,,,,
0,-12.19,136.75,,,,,,,,,,,,,
0,-11.281,136.724,,,,,,,,,,,,,
0,-10.93,136.718,,,,,,,,,,,,,
0,-10.361,136.678,,,,,,,,,,,,,
0,-9.827,136.607,,,,,,,,,,,,,
0,-9.454,136.667,,,,,,,,,,,,,
0,-8.609,136.812,,,,,,,,,,,,,
0,-8.486,136.81,,,,,,,,,,,,,
0,-7.477,136.726,,,,,,,,,,,,,
0,-6.852,136.66,,,,,,,,,,,,,
0,-6.193,136.745,,,,,,,,,,,,,
0,-5.653,136.782,,,,,,,,,,,,,
0,-5.059,136.652,,,,,,,,,,,,,
0,-3.96,136.575,,,,,,,,,,,,,
0,-3.826,136.579,,,,,,,,,,,,,
0,-1.753,135.058,,,,,,,,,,,,,
0,-1.582,134.981,,,,,,,,,,,,,
0,-1.304,134.842,,,,,,,,,,,,,
0,-1.008,134.822,,,,,,,,,,,,,
0,-0.179,134.844,,,,,,,,,,,,,
0,0.678,134.814,,,,,,,,,,,,,
0,1.07,134.837,,,,,,,,,,,,,
0,1.708,134.84,,,,,,,,,,,,,
0,2.199,134.945,,,,,,,,,,,,,
0,2.859,135.737,,,,,,,,,,,,,
0,3.384,136.309,,,,,,,,,,,,,
0,3.97,136.35,,,,,,,,,,,,,
0,4.464,136.414,,,,,,,,,,,,,
0,5.327,136.525,,,,,,,,,,,,,
0,5.661,136.556,,,,,,,,,,,,,
0,6.097,136.57,,,,,,,,,,,,,
0,6.743,136.6,,,,,,,,,,,,,
0,7.244,136.583,,,,,,,,,,,,,
0,7.947,136.573,,,,,,,,,,,,,
0,8.81,136.575,,,,,,,,,,,,,
0,9.003,136.576,,,,,,,,,,,,,
0,9.806,136.584,,,,,,,,,,,,,
0,10.241,136.547,,,,,,,,,,,,,
0,11.058,136.562,,,,,,,,,,,,,
0,11.296,136.557,,,,,,,,,,,,,
0,11.503,136.555,,,,,,,,,,,,,
0,12.521,136.511,,,,,,,,,,,,,
0,12.864,136.523,,,,,,,,,,,,,
0,13.57,136.532,,,,,,,,,,,,,
0,13.901,136.512,,,,,,,,,,,,,
