êÖånñº,âÕêÏñº,âÕêÏî‘çÜ,ínï˚êÆîıã«,éññ±èäñº,ä«äçèoí£èä,ç∂âEä›,ãóó£ïWñº,à‹ìx,åoìx,ë™ó îNåéì˙,ê›íuì˙,ìPãéì˙
,éoêÏ,,,,,ç∂ä›,0,35.3894136,136.2209165,,,
,éoêÏ,,,,,âEä›,0,35.39133002,136.2185866,,,
,éoêÏ,,,,,ç∂ä›,0.1,35.39022909,136.2219151,,,
,éoêÏ,,,,,âEä›,0.1,35.39211847,136.2195524,,,
,éoêÏ,,,,,ç∂ä›,0.2,35.39089622,136.2227063,,,
,éoêÏ,,,,,âEä›,0.2,35.39275741,136.2203105,,,
,éoêÏ,,,,,ç∂ä›,0.3,35.39162817,136.223522,,,
,éoêÏ,,,,,âEä›,0.3,35.39336877,136.2209946,,,
,éoêÏ,,,,,ç∂ä›,0.4,35.39227869,136.2242062,,,
,éoêÏ,,,,,âEä›,0.4,35.39409726,136.221762,,,
,éoêÏ,,,,,ç∂ä›,0.5,35.39312462,136.2250203,,,
,éoêÏ,,,,,âEä›,0.5,35.3946804,136.2223191,,,
,éoêÏ,,,,,ç∂ä›,0.6,35.39394013,136.2256777,,,
,éoêÏ,,,,,âEä›,0.6,35.39538443,136.2228857,,,
,éoêÏ,,,,,ç∂ä›,0.7,35.39491421,136.2263124,,,
,éoêÏ,,,,,âEä›,0.7,35.39601278,136.2232947,,,
,éoêÏ,,,,,ç∂ä›,0.8,35.39575643,136.2267692,,,
,éoêÏ,,,,,âEä›,0.8,35.39685116,136.2237493,,,
,éoêÏ,,,,,ç∂ä›,0.9,35.3965547,136.2272161,,,
,éoêÏ,,,,,âEä›,0.9,35.39770805,136.2242289,,,
,éoêÏ,,,,,ç∂ä›,1,35.39687202,136.2286156,,,
,éoêÏ,,,,,âEä›,1,35.39906304,136.2237262,,,
,éoêÏ,,,,,ç∂ä›,1.1,35.39744107,136.2291378,,,
,éoêÏ,,,,,âEä›,1.1,35.40001495,136.2244459,,,
,éoêÏ,,,,,ç∂ä›,1.2,35.3981103,136.229299,,,
,éoêÏ,,,,,âEä›,1.2,35.40093336,136.2254633,,,
,éoêÏ,,,,,ç∂ä›,1.3,35.39860052,136.2298813,,,
,éoêÏ,,,,,âEä›,1.3,35.40158869,136.2266523,,,
,éoêÏ,,,,,ç∂ä›,1.4,35.3989693,136.2305079,,,
,éoêÏ,,,,,âEä›,1.4,35.40221349,136.2278796,,,
,éoêÏ,,,,,ç∂ä›,1.5,35.3996562,136.231292,,,
,éoêÏ,,,,,âEä›,1.5,35.40250805,136.2289697,,,
,éoêÏ,,,,,ç∂ä›,1.6,35.40065211,136.2320086,,,
,éoêÏ,,,,,âEä›,1.6,35.40275661,136.2299345,,,
,éoêÏ,,,,,ç∂ä›,1.7,35.40140333,136.2330622,,,
,éoêÏ,,,,,âEä›,1.7,35.40318124,136.2305735,,,
,éoêÏ,,,,,ç∂ä›,1.8,35.40197046,136.2337215,,,
,éoêÏ,,,,,âEä›,1.8,35.40393096,136.2314466,,,
,éoêÏ,,,,,ç∂ä›,1.9,35.40244023,136.2344335,,,
,éoêÏ,,,,,âEä›,1.9,35.40460743,136.232458,,,
,éoêÏ,,,,,ç∂ä›,2,35.40300603,136.2353392,,,
,éoêÏ,,,,,âEä›,2,35.40514624,136.2333203,,,
,éoêÏ,,,,,ç∂ä›,2.1,35.40350261,136.2361866,,,
,éoêÏ,,,,,âEä›,2.1,35.40571076,136.2342799,,,
,éoêÏ,,,,,ç∂ä›,2.2,35.40424359,136.2372023,,,
,éoêÏ,,,,,âEä›,2.2,35.40619133,136.234911,,,
,éoêÏ,,,,,ç∂ä›,2.3,35.40497961,136.2380867,,,
,éoêÏ,,,,,âEä›,2.3,35.40674908,136.2355889,,,
,éoêÏ,,,,,ç∂ä›,2.4,35.40569483,136.2388319,,,
,éoêÏ,,,,,âEä›,2.4,35.40741893,136.2362872,,,
,éoêÏ,,,,,ç∂ä›,2.5,35.40640316,136.2395479,,,
,éoêÏ,,,,,âEä›,2.5,35.40812727,136.2370032,,,
,éoêÏ,,,,,ç∂ä›,2.6,35.40683581,136.2401776,,,
,éoêÏ,,,,,âEä›,2.6,35.40889862,136.2380417,,,
,éoêÏ,,,,,ç∂ä›,2.7,35.40711375,136.2405685,,,
,éoêÏ,,,,,âEä›,2.7,35.40966263,136.2394651,,,
,éoêÏ,,,,,ç∂ä›,2.8,35.40728544,136.2413651,,,
,éoêÏ,,,,,âEä›,2.8,35.41075129,136.2406458,,,
,éoêÏ,,,,,ç∂ä›,2.9,35.40779713,136.2425372,,,
,éoêÏ,,,,,âEä›,2.9,35.41134352,136.2412746,,,
,éoêÏ,,,,,ç∂ä›,3,35.40805813,136.2441531,,,
,éoêÏ,,,,,âEä›,3,35.41155156,136.2411463,,,
,éoêÏ,,,,,ç∂ä›,3.1,35.40869136,136.245157,,,
,éoêÏ,,,,,âEä›,3.1,35.41242933,136.2412435,,,
,éoêÏ,,,,,ç∂ä›,3.2,35.40967517,136.2461247,,,
,éoêÏ,,,,,âEä›,3.2,35.41253676,136.2409692,,,
,éoêÏ,,,,,ç∂ä›,3.3,35.41017969,136.2465631,,,
,éoêÏ,,,,,âEä›,3.3,35.41359616,136.242629,,,
,éoêÏ,,,,,ç∂ä›,3.4,35.41020671,136.2467372,,,
,éoêÏ,,,,,âEä›,3.4,35.41396718,136.2458528,,,
,éoêÏ,,,,,ç∂ä›,3.5,35.41031392,136.2476467,,,
,éoêÏ,,,,,âEä›,3.5,35.4137703,136.2473326,,,
,éoêÏ,,,,,ç∂ä›,3.6,35.41030258,136.2485516,,,
,éoêÏ,,,,,âEä›,3.6,35.41390221,136.2487721,,,
,éoêÏ,,,,,ç∂ä›,3.7,35.41055415,136.2503059,,,
,éoêÏ,,,,,âEä›,3.7,35.41393319,136.2487371,,,
,éoêÏ,,,,,ç∂ä›,3.8,35.41089587,136.2513796,,,
,éoêÏ,,,,,âEä›,3.8,35.41407201,136.2497966,,,
,éoêÏ,,,,,ç∂ä›,3.9,35.41123978,136.2524093,,,
,éoêÏ,,,,,âEä›,3.9,35.41460875,136.2507303,,,
,éoêÏ,,,,,ç∂ä›,4,35.41164834,136.2535002,,,
,éoêÏ,,,,,âEä›,4,35.41490015,136.2516275,,,
,éoêÏ,,,,,ç∂ä›,4.1,35.41190211,136.2548415,,,
,éoêÏ,,,,,âEä›,4.1,35.41526244,136.2523111,,,
,éoêÏ,,,,,ç∂ä›,4.2,35.41234282,136.2557725,,,
,éoêÏ,,,,,âEä›,4.2,35.41545081,136.2535258,,,
,éoêÏ,,,,,ç∂ä›,4.3,35.41260743,136.2564209,,,
,éoêÏ,,,,,âEä›,4.3,35.41574108,136.2550401,,,
,éoêÏ,,,,,ç∂ä›,4.4,35.41314582,136.2572566,,,
,éoêÏ,,,,,âEä›,4.4,35.41574119,136.2563289,,,
,éoêÏ,,,,,ç∂ä›,4.5,35.41333909,136.2582385,,,
,éoêÏ,,,,,âEä›,4.5,35.41597635,136.257508,,,
,éoêÏ,,,,,ç∂ä›,4.6,35.41354978,136.2593399,,,
,éoêÏ,,,,,âEä›,4.6,35.41618,136.2585725,,,
,éoêÏ,,,,,ç∂ä›,4.7,35.41346782,136.2604882,,,
,éoêÏ,,,,,âEä›,4.7,35.41643142,136.2596552,,,
,éoêÏ,,,,,ç∂ä›,4.8,35.41365326,136.261443,,,
,éoêÏ,,,,,âEä›,4.8,35.41664752,136.2608433,,,
,éoêÏ,,,,,ç∂ä›,4.9,35.4137247,136.2623114,,,
,éoêÏ,,,,,âEä›,4.9,35.41676098,136.2621564,,,
,éoêÏ,,,,,ç∂ä›,5,35.41361805,136.2627543,,,
,éoêÏ,,,,,âEä›,5,35.41653631,136.2637594,,,
,éoêÏ,,,,,ç∂ä›,5.1,35.41369599,136.2646975,,,
,éoêÏ,,,,,âEä›,5.1,35.41662999,136.2641764,,,
,éoêÏ,,,,,ç∂ä›,5.2,35.41420761,136.2660337,,,
,éoêÏ,,,,,âEä›,5.2,35.41676445,136.2649581,,,
,éoêÏ,,,,,ç∂ä›,5.3,35.41438103,136.2668197,,,
,éoêÏ,,,,,âEä›,5.3,35.41705422,136.2663208,,,
,éoêÏ,,,,,ç∂ä›,5.4,35.4145005,136.2678351,,,
,éoêÏ,,,,,âEä›,5.4,35.41719134,136.267507,,,
,éoêÏ,,,,,ç∂ä›,5.5,35.41450805,136.2686044,,,
,éoêÏ,,,,,âEä›,5.5,35.41719739,136.2689504,,,
,éoêÏ,,,,,ç∂ä›,5.6,35.41437574,136.2695622,,,
,éoêÏ,,,,,âEä›,5.6,35.41703144,136.2701852,,,
,éoêÏ,,,,,ç∂ä›,5.7,35.41411886,136.2702604,,,
,éoêÏ,,,,,âEä›,5.7,35.4166015,136.2715699,,,
,éoêÏ,,,,,ç∂ä›,5.8,35.41375795,136.2712879,,,
,éoêÏ,,,,,âEä›,5.8,35.41624449,136.2725864,,,
,éoêÏ,,,,,ç∂ä›,5.9,35.41341441,136.27175,,,
,éoêÏ,,,,,âEä›,5.9,35.41547893,136.2738835,,,
,éoêÏ,,,,,ç∂ä›,6,35.4128264,136.272599,,,
,éoêÏ,,,,,âEä›,6,35.41489091,136.2747325,,,
,éoêÏ,,,,,ç∂ä›,6.1,35.41216157,136.2735538,,,
,éoêÏ,,,,,âEä›,6.1,35.41436876,136.2754624,,,
,éoêÏ,,,,,ç∂ä›,6.2,35.41159936,136.2747022,,,
,éoêÏ,,,,,âEä›,6.2,35.41400074,136.2762212,,,
,éoêÏ,,,,,ç∂ä›,6.3,35.4111661,136.2759918,,,
,éoêÏ,,,,,âEä›,6.3,35.41374598,136.2769819,,,
,éoêÏ,,,,,ç∂ä›,6.4,35.41094136,136.277685,,,
,éoêÏ,,,,,âEä›,6.4,35.41364093,136.2774913,,,
,éoêÏ,,,,,ç∂ä›,6.5,35.41099854,136.2788354,,,
,éoêÏ,,,,,âEä›,6.5,35.41369341,136.278561,,,
,éoêÏ,,,,,ç∂ä›,6.6,35.41108378,136.2799957,,,
