0,0,0,FALSE,TRUE,,89,,,,,0,,,,0
0,-25,85.702,,,,,,,,,,,,,
0,-24.552,85.679,,,,,,,,,,,,,
0,-24.265,85.64,,,,,,,,,,,,,
0,-23.783,85.669,,,,,,,,,,,,,
0,-23.432,85.684,,,,,,,,,,,,,
0,-23.219,85.682,,,,,,,,,,,,,
0,-22.532,85.664,,,,,,,,,,,,,
0,-21.926,85.607,,,,,,,,,,,,,
0,-21.614,85.598,,,,,,,,,,,,,
0,-21.264,85.603,,,,,,,,,,,,,
0,-20.787,85.629,,,,,,,,,,,,,
0,-20.166,85.648,,,,,,,,,,,,,
0,-20.026,85.64,,,,,,,,,,,,,
0,-19.915,85.646,,,,,,,,,,,,,
0,-19.15,85.58,,,,,,,,,,,,,
0,-18.483,85.59,,,,,,,,,,,,,
0,-18.262,85.588,,,,,,,,,,,,,
0,-18.019,85.607,,,,,,,,,,,,,
0,-17.076,85.707,,,,,,,,,,,,,
0,-16.633,85.73,,,,,,,,,,,,,
0,-15.98,85.713,,,,,,,,,,,,,
0,-15.295,85.668,,,,,,,,,,,,,
0,-14.987,85.636,,,,,,,,,,,,,
0,-14.681,85.624,,,,,,,,,,,,,
0,-13.966,85.61,,,,,,,,,,,,,
0,-13.335,85.634,,,,,,,,,,,,,
0,-12.806,85.645,,,,,,,,,,,,,
0,-12.13,84.758,,,,,,,,,,,,,
0,-11.61,84.098,,,,,,,,,,,,,
0,-11.215,84.089,,,,,,,,,,,,,
0,-10.658,84.126,,,,,,,,,,,,,
0,-9.939,84.011,,,,,,,,,,,,,
0,-9.859,84.003,,,,,,,,,,,,,
0,-9.798,84.002,,,,,,,,,,,,,
0,-8.421,83.994,,,,,,,,,,,,,
0,-7.882,83.954,,,,,,,,,,,,,
0,-7.376,83.91,,,,,,,,,,,,,
0,-6.674,83.866,,,,,,,,,,,,,
0,-6.571,83.86,,,,,,,,,,,,,
0,-6.496,83.859,,,,,,,,,,,,,
0,-5.292,83.869,,,,,,,,,,,,,
0,-4.77,83.837,,,,,,,,,,,,,
0,-3.194,83.801,,,,,,,,,,,,,
0,-2.229,83.794,,,,,,,,,,,,,
0,-1.74,83.797,,,,,,,,,,,,,
0,-1.311,83.818,,,,,,,,,,,,,
0,-0.168,83.779,,,,,,,,,,,,,
0,0.988,83.832,,,,,,,,,,,,,
0,2.11,83.888,,,,,,,,,,,,,
0,2.644,83.82,,,,,,,,,,,,,
0,4.064,83.794,,,,,,,,,,,,,
0,4.333,83.766,,,,,,,,,,,,,
0,5.182,83.838,,,,,,,,,,,,,
0,5.214,83.839,,,,,,,,,,,,,
0,6.046,83.806,,,,,,,,,,,,,
0,6.635,83.76,,,,,,,,,,,,,
0,7.125,83.767,,,,,,,,,,,,,
0,8.473,83.812,,,,,,,,,,,,,
0,8.652,83.805,,,,,,,,,,,,,
0,9.247,83.897,,,,,,,,,,,,,
0,9.7,83.966,,,,,,,,,,,,,
0,9.832,83.998,,,,,,,,,,,,,
