0,0,0,FALSE,,,234,,,,,0,,,,âÕêÏä«óùé{ê›ìôç\ë¢óﬂ
0,-125.687,2.442,,,,,,,,,,,,,
0,-120.623,2.502,,,,,,,,,,,,,
0,-120.157,2.511,,,,,,,,,,,,,
0,-119.679,2.525,,,,,,,,,,,,,
0,-115.924,2.479,,,,,,,,,,,,,
0,-115.372,2.499,,,,,,,,,,,,,
0,-114.563,2.516,,,,,,,,,,,,,
0,-112.386,2.54,,,,,,,,,,,,,
0,-108.868,2.528,,,,,,,,,,,,,
0,-108.363,2.514,,,,,,,,,,,,,
0,-106.362,2.504,,,,,,,,,,,,,
0,-105.966,2.511,,,,,,,,,,,,,
0,-105.547,2.518,,,,,,,,,,,,,
0,-105.128,2.513,,,,,,,,,,,,,
0,-104.688,2.532,,,,,,,,,,,,,
0,-103.766,2.572,,,,,,,,,,,,,
0,-103.288,2.527,,,,,,,,,,,,,
0,-97.142,2.941,,,,,,,,,,,,,
0,-95.968,2.755,,,,,,,,,,,,,
0,-95.749,2.756,,,,,,,,,,,,,
0,-95.689,2.754,,,,,,,,,,,,,
0,-95.627,2.755,,,,,,,,,,,,,
0,-95.023,2.692,,,,,,,,,,,,,
0,-94.801,2.734,,,,,,,,,,,,,
0,-94.628,2.74,,,,,,,,,,,,,
0,-93.458,2.792,,,,,,,,,,,,,
0,-90.767,2.427,,,,,,,,,,,,,
0,-90.731,2.421,,,,,,,,,,,,,
0,-90.719,2.42,,,,,,,,,,,,,
0,-90.715,2.42,,,,,,,,,,,,,
0,-90.692,2.412,,,,,,,,,,,,,
0,-89.249,2.105,,,,,,,,,,,,,
0,-88.141,2.197,,,,,,,,,,,,,
0,-87.642,2.129,,,,,,,,,,,,,
0,-87.462,2.126,,,,,,,,,,,,,
0,-86.406,2.075,,,,,,,,,,,,,
0,-85.788,2.03,,,,,,,,,,,,,
0,-85.189,2,,,,,,,,,,,,,
0,-84.113,1.948,,,,,,,,,,,,,
0,-83.951,1.945,,,,,,,,,,,,,
0,-83.494,1.94,,,,,,,,,,,,,
0,-82.911,1.933,,,,,,,,,,,,,
0,-82.559,1.936,,,,,,,,,,,,,
0,-81.945,1.691,,,,,,,,,,,,,
0,-81.381,1.251,,,,,,,,,,,,,
0,-65.03,0.906,,,,,,,,,,,,,
0,-55.921,0.675,,,,,,,,,,,,,
0,-54.777,0.79,,,,,,,,,,,,,
0,-54.701,0.799,,,,,,,,,,,,,
0,-54.651,0.799,,,,,,,,,,,,,
0,-53.222,0.725,,,,,,,,,,,,,
0,-51.291,0.651,,,,,,,,,,,,,
0,-50.814,0.627,,,,,,,,,,,,,
0,-50.198,0.727,,,,,,,,,,,,,
0,-48.495,0.628,,,,,,,,,,,,,
0,-48.184,0.64,,,,,,,,,,,,,
0,-47.724,0.672,,,,,,,,,,,,,
0,-46.946,0.723,,,,,,,,,,,,,
0,-46.684,0.74,,,,,,,,,,,,,
0,-44.222,0.622,,,,,,,,,,,,,
