0,0,0,,,,81,,,,,0,,,0,à¿ìyêÏ
0,-25,86.175,,,,,,,,,,,,,
0,-24.803,86.17,,,,,,,,,,,,,
0,-24.8,86.17,,,,,,,,,,,,,
0,-24.796,86.17,,,,,,,,,,,,,
0,-23.356,86.157,,,,,,,,,,,,,
0,-22.65,86.145,,,,,,,,,,,,,
0,-22.361,86.143,,,,,,,,,,,,,
0,-21.789,86.111,,,,,,,,,,,,,
0,-21.778,86.11,,,,,,,,,,,,,
0,-21.773,86.11,,,,,,,,,,,,,
0,-20.442,86.169,,,,,,,,,,,,,
0,-19.569,86.214,,,,,,,,,,,,,
0,-19.272,86.179,,,,,,,,,,,,,
0,-18.615,86.102,,,,,,,,,,,,,
0,-18.378,86.111,,,,,,,,,,,,,
0,-18.07,86.1,,,,,,,,,,,,,
0,-17.166,86.113,,,,,,,,,,,,,
0,-16.487,86.111,,,,,,,,,,,,,
0,-16.022,86.115,,,,,,,,,,,,,
0,-15.527,86.106,,,,,,,,,,,,,
0,-14.782,86.087,,,,,,,,,,,,,
0,-13.742,86.092,,,,,,,,,,,,,
0,-13.504,86.092,,,,,,,,,,,,,
0,-13.334,86.077,,,,,,,,,,,,,
0,-12.593,86.013,,,,,,,,,,,,,
0,-12.384,86.03,,,,,,,,,,,,,
0,-11.201,86.325,,,,,,,,,,,,,
0,-10.283,86.672,,,,,,,,,,,,,
0,-9.948,86.763,,,,,,,,,,,,,
0,-9.316,86.75,,,,,,,,,,,,,
0,-9.085,86.767,,,,,,,,,,,,,
0,-8.821,86.764,,,,,,,,,,,,,
0,-7.98,86.806,,,,,,,,,,,,,
0,-7.238,86.87,,,,,,,,,,,,,
0,-6.968,86.888,,,,,,,,,,,,,
0,-6.333,86.746,,,,,,,,,,,,,
0,-6.129,86.661,,,,,,,,,,,,,
0,-5.929,86.519,,,,,,,,,,,,,
0,-5.089,85.866,,,,,,,,,,,,,
0,-4.244,85.174,,,,,,,,,,,,,
0,-4.079,85.035,,,,,,,,,,,,,
0,-3.3,84.433,,,,,,,,,,,,,
0,-3.263,84.22,,,,,,,,,,,,,
0,-2.733,84.22,,,,,,,,,,,,,
0,-2.584,84.22,,,,,,,,,,,,,
0,4.247,84.22,,,,,,,,,,,,,
0,6.408,84.22,,,,,,,,,,,,,
0,7.608,86.09,,,,,,,,,,,,,
0,8.019,86.221,,,,,,,,,,,,,
0,8.808,86.097,,,,,,,,,,,,,
0,9.495,86.804,,,,,,,,,,,,,
0,9.945,87.235,,,,,,,,,,,,,
0,10.236,87.252,,,,,,,,,,,,,
0,10.846,87.287,,,,,,,,,,,,,
0,11.17,87.246,,,,,,,,,,,,,
0,11.83,87.235,,,,,,,,,,,,,
0,12.632,87.322,,,,,,,,,,,,,
0,12.882,87.364,,,,,,,,,,,,,
0,13.086,87.354,,,,,,,,,,,,,
0,13.735,87.305,,,,,,,,,,,,,
0,13.963,87.277,,,,,,,,,,,,,
0,14.794,87.194,,,,,,,,,,,,,
0,15.868,87.341,,,,,,,,,,,,,
0,16.009,87.304,,,,,,,,,,,,,
0,16.589,86.986,,,,,,,,,,,,,
0,16.835,86.858,,,,,,,,,,,,,
0,17.389,86.802,,,,,,,,,,,,,
0,17.649,86.693,,,,,,,,,,,,,
0,18.27,86.46,,,,,,,,,,,,,
0,19.104,86.371,,,,,,,,,,,,,
0,19.701,86.408,,,,,,,,,,,,,
0,20.108,86.403,,,,,,,,,,,,,
0,20.628,86.401,,,,,,,,,,,,,
0,21.176,86.394,,,,,,,,,,,,,
0,21.606,86.417,,,,,,,,,,,,,
0,22.139,86.442,,,,,,,,,,,,,
0,22.575,86.415,,,,,,,,,,,,,
0,23.068,86.41,,,,,,,,,,,,,
0,23.497,86.407,,,,,,,,,,,,,
0,23.91,86.424,,,,,,,,,,,,,
0,25,86.444,,,,,,,,,,,,,
0.1,1,100,,,,87,,,,,0,,,0,0
0,-25,86.038,,,,,,,,,,,,,
0,-24.637,86.025,,,,,,,,,,,,,
0,-24.388,86.04,,,,,,,,,,,,,
0,-23.308,86.016,,,,,,,,,,,,,
0,-22.444,85.996,,,,,,,,,,,,,
0,-22.084,86.026,,,,,,,,,,,,,
0,-21.327,86.07,,,,,,,,,,,,,
0,-21.322,86.07,,,,,,,,,,,,,
0,-21.319,86.07,,,,,,,,,,,,,
0,-20.297,86.179,,,,,,,,,,,,,
0,-19.346,86.187,,,,,,,,,,,,,
0,-19.293,86.189,,,,,,,,,,,,,
0,-19.081,86.202,,,,,,,,,,,,,
0,-18.443,86.239,,,,,,,,,,,,,
0,-18.284,86.24,,,,,,,,,,,,,
0,-17.541,86.24,,,,,,,,,,,,,
0,-16.879,86.226,,,,,,,,,,,,,
0,-16.624,86.226,,,,,,,,,,,,,
0,-16.35,86.229,,,,,,,,,,,,,
0,-15.808,86.25,,,,,,,,,,,,,
0,-15.228,86.265,,,,,,,,,,,,,
0,-14.884,86.263,,,,,,,,,,,,,
0,-14.015,86.276,,,,,,,,,,,,,
0,-13.507,86.282,,,,,,,,,,,,,
0,-13.301,86.27,,,,,,,,,,,,,
0,-12.679,86.254,,,,,,,,,,,,,
0,-12.165,86.206,,,,,,,,,,,,,
0,-11.87,86.167,,,,,,,,,,,,,
0,-11.578,86.142,,,,,,,,,,,,,
0,-10.915,86.101,,,,,,,,,,,,,
0,-10.251,86.181,,,,,,,,,,,,,
0,-9.748,86.319,,,,,,,,,,,,,
0,-9.12,86.401,,,,,,,,,,,,,
0,-8.166,86.17,,,,,,,,,,,,,
0,-7.159,85.819,,,,,,,,,,,,,
0,-6.93,85.758,,,,,,,,,,,,,
0,-6.559,85.788,,,,,,,,,,,,,
0,-6.234,85.8,,,,,,,,,,,,,
0,-6.034,85.824,,,,,,,,,,,,,
0,-4.531,85.654,,,,,,,,,,,,,
0,-4.31,85.583,,,,,,,,,,,,,
0,-4.101,85.406,,,,,,,,,,,,,
0,-3.157,85.084,,,,,,,,,,,,,
0,-2.915,84.22,,,,,,,,,,,,,
0,-2.863,84.22,,,,,,,,,,,,,
0,-2.689,84.2,,,,,,,,,,,,,
0,3.313,84.22,,,,,,,,,,,,,
0,4.001,85.09,,,,,,,,,,,,,
0,4.663,85.461,,,,,,,,,,,,,
0,5.222,85.855,,,,,,,,,,,,,
0,5.495,86.073,,,,,,,,,,,,,
0,6.312,86.689,,,,,,,,,,,,,
0,6.354,86.72,,,,,,,,,,,,,
0,6.368,86.718,,,,,,,,,,,,,
0,7.407,86.625,,,,,,,,,,,,,
0,8.273,86.574,,,,,,,,,,,,,
0,8.513,86.566,,,,,,,,,,,,,
0,9.441,86.59,,,,,,,,,,,,,
0,9.719,86.587,,,,,,,,,,,,,
0,10.19,86.534,,,,,,,,,,,,,
0,10.893,86.472,,,,,,,,,,,,,
0,11.301,86.44,,,,,,,,,,,,,
0,11.998,86.432,,,,,,,,,,,,,
0,12.479,86.07,,,,,,,,,,,,,
0,13.041,85.601,,,,,,,,,,,,,
0,13.739,85.075,,,,,,,,,,,,,
0,14.076,84.804,,,,,,,,,,,,,
0,14.344,84.817,,,,,,,,,,,,,
0,15.239,84.862,,,,,,,,,,,,,
0,15.462,84.85,,,,,,,,,,,,,
0,16.644,84.849,,,,,,,,,,,,,
0,17.267,84.874,,,,,,,,,,,,,
0,17.678,84.898,,,,,,,,,,,,,
0,18.4,84.899,,,,,,,,,,,,,
0,18.419,84.9,,,,,,,,,,,,,
0,18.43,84.901,,,,,,,,,,,,,
0,19.94,84.907,,,,,,,,,,,,,
0,20.184,84.903,,,,,,,,,,,,,
0,20.869,84.973,,,,,,,,,,,,,
0,21.352,84.979,,,,,,,,,,,,,
0,21.84,84.955,,,,,,,,,,,,,
0,23.138,84.97,,,,,,,,,,,,,
0,23.14,84.97,,,,,,,,,,,,,
0,23.15,84.97,,,,,,,,,,,,,
0,24.129,84.98,,,,,,,,,,,,,
0,24.298,84.973,,,,,,,,,,,,,
0,25,84.926,,,,,,,,,,,,,
0.2,2,200,,,,86,,,,,0,,,0,0
0,-25,85.822,,,,,,,,,,,,,
0,-24.739,85.836,,,,,,,,,,,,,
0,-23.836,85.802,,,,,,,,,,,,,
0,-23.336,85.795,,,,,,,,,,,,,
0,-22.718,85.86,,,,,,,,,,,,,
0,-22.211,85.86,,,,,,,,,,,,,
0,-21.323,85.835,,,,,,,,,,,,,
0,-20.766,85.835,,,,,,,,,,,,,
0,-20.11,85.838,,,,,,,,,,,,,
0,-19.649,85.867,,,,,,,,,,,,,
0,-19.331,85.87,,,,,,,,,,,,,
0,-18.239,85.889,,,,,,,,,,,,,
0,-17.906,85.872,,,,,,,,,,,,,
0,-17.132,85.815,,,,,,,,,,,,,
0,-16.918,85.81,,,,,,,,,,,,,
0,-15.642,85.763,,,,,,,,,,,,,
0,-15.543,85.762,,,,,,,,,,,,,
0,-14.931,85.757,,,,,,,,,,,,,
0,-14.607,85.76,,,,,,,,,,,,,
0,-14.554,85.762,,,,,,,,,,,,,
0,-13.49,85.783,,,,,,,,,,,,,
0,-13.119,85.817,,,,,,,,,,,,,
0,-12.326,85.847,,,,,,,,,,,,,
0,-12,85.838,,,,,,,,,,,,,
0,-11.217,85.904,,,,,,,,,,,,,
0,-10.585,85.882,,,,,,,,,,,,,
0,-9.954,85.834,,,,,,,,,,,,,
0,-9.493,85.83,,,,,,,,,,,,,
0,-8.565,85.856,,,,,,,,,,,,,
0,-8.058,85.851,,,,,,,,,,,,,
0,-7.518,85.839,,,,,,,,,,,,,
0,-6.928,85.853,,,,,,,,,,,,,
0,-6.472,85.85,,,,,,,,,,,,,
0,-5.518,85.546,,,,,,,,,,,,,
0,-5.169,85.383,,,,,,,,,,,,,
0,-4.365,85.342,,,,,,,,,,,,,
0,-4.037,85.29,,,,,,,,,,,,,
0,-2.98,84.94,,,,,,,,,,,,,
0,-2.687,84.815,,,,,,,,,,,,,
0,-1.86,84.475,,,,,,,,,,,,,
0,-1.831,84.22,,,,,,,,,,,,,
0,-1.368,84.22,,,,,,,,,,,,,
