0,0,0,,,,86,,,,,0,,,0,0
0,-25,164.047,,,,,,,,,,,,,
0,-24.303,164.021,,,,,,,,,,,,,
0,-24.243,164.022,,,,,,,,,,,,,
0,-24.011,164.016,,,,,,,,,,,,,
0,-23.053,163.991,,,,,,,,,,,,,
0,-22.788,164.032,,,,,,,,,,,,,
0,-21.889,164.104,,,,,,,,,,,,,
0,-21.276,164.106,,,,,,,,,,,,,
0,-20.722,164.119,,,,,,,,,,,,,
0,-19.751,164.125,,,,,,,,,,,,,
0,-19.536,164.134,,,,,,,,,,,,,
0,-18.81,164.124,,,,,,,,,,,,,
0,-18.321,164.118,,,,,,,,,,,,,
0,-18.17,164.095,,,,,,,,,,,,,
0,-16.978,163.914,,,,,,,,,,,,,
0,-16.44,164.003,,,,,,,,,,,,,
0,-15.679,164.071,,,,,,,,,,,,,
0,-14.731,163.988,,,,,,,,,,,,,
0,-14.369,164.005,,,,,,,,,,,,,
0,-13.136,164.045,,,,,,,,,,,,,
0,-13.046,164.048,,,,,,,,,,,,,
0,-13.018,164.048,,,,,,,,,,,,,
0,-11.875,163.942,,,,,,,,,,,,,
0,-11.671,163.957,,,,,,,,,,,,,
0,-10.601,164.085,,,,,,,,,,,,,
0,-10.273,164.05,,,,,,,,,,,,,
0,-9.952,163.916,,,,,,,,,,,,,
0,-9.506,163.843,,,,,,,,,,,,,
0,-8.399,163.691,,,,,,,,,,,,,
0,-8.298,163.658,,,,,,,,,,,,,
0,-7.9,163.421,,,,,,,,,,,,,
0,-7.04,162.921,,,,,,,,,,,,,
0,-6.845,162.834,,,,,,,,,,,,,
0,-5.739,162.303,,,,,,,,,,,,,
0,-5.251,162.071,,,,,,,,,,,,,
0,-4.446,161.77,,,,,,,,,,,,,
0,-3.65,160.965,,,,,,,,,,,,,
0,-3.101,160.272,,,,,,,,,,,,,
0,-2.095,159.177,,,,,,,,,,,,,
0,-1.767,158.888,,,,,,,,,,,,,
0,-0.609,158.937,,,,,,,,,,,,,
0,-0.516,158.939,,,,,,,,,,,,,
0,-0.482,158.941,,,,,,,,,,,,,
0,0.791,159.243,,,,,,,,,,,,,
0,1.343,159.658,,,,,,,,,,,,,
0,2.069,160.101,,,,,,,,,,,,,
0,3.233,161.135,,,,,,,,,,,,,
0,3.336,161.235,,,,,,,,,,,,,
0,3.541,161.427,,,,,,,,,,,,,
0,4.445,162.387,,,,,,,,,,,,,
0,4.733,162.624,,,,,,,,,,,,,
0,5.557,163.021,,,,,,,,,,,,,
0,6.185,163.049,,,,,,,,,,,,,
0,6.727,163.036,,,,,,,,,,,,,
0,7.618,163.069,,,,,,,,,,,,,
0,7.879,163.076,,,,,,,,,,,,,
0,8.935,163.116,,,,,,,,,,,,,
0,9.054,163.118,,,,,,,,,,,,,
0,9.093,163.118,,,,,,,,,,,,,
0,10.249,163.07,,,,,,,,,,,,,
0,10.648,163.07,,,,,,,,,,,,,
0,11.441,163.019,,,,,,,,,,,,,
0,12.22,163.115,,,,,,,,,,,,,
0,12.623,163.167,,,,,,,,,,,,,
0,13.82,163.179,,,,,,,,,,,,,
0,13.83,163.179,,,,,,,,,,,,,
0,13.862,163.177,,,,,,,,,,,,,
0,15.022,163.096,,,,,,,,,,,,,
0,15.308,163.074,,,,,,,,,,,,,
0,16.242,163.102,,,,,,,,,,,,,
0,16.815,163.085,,,,,,,,,,,,,
0,17.438,163.076,,,,,,,,,,,,,
0,18.315,163.092,,,,,,,,,,,,,
0,18.638,163.096,,,,,,,,,,,,,
0,19.821,163.109,,,,,,,,,,,,,
0,19.854,163.109,,,,,,,,,,,,,
0,19.99,163.115,,,,,,,,,,,,,
0,21.095,163.138,,,,,,,,,,,,,
0,21.499,163.124,,,,,,,,,,,,,
0,22.375,163.075,,,,,,,,,,,,,
0,23.247,163.059,,,,,,,,,,,,,
0,23.629,163.059,,,,,,,,,,,,,
0,24.645,163.042,,,,,,,,,,,,,
0,24.908,163.042,,,,,,,,,,,,,
0,24.981,163.043,,,,,,,,,,,,,
0,25,163.043,,,,,,,,,,,,,
0.1,1,100,,,,56,,,,,0,,,0,0
0,-25,164.137,,,,,,,,,,,,,
0,-24.055,164.145,,,,,,,,,,,,,
0,-23.604,164.16,,,,,,,,,,,,,
0,-22.894,164.11,,,,,,,,,,,,,
0,-22.173,164.016,,,,,,,,,,,,,
0,-21.735,164.011,,,,,,,,,,,,,
0,-20.714,164.104,,,,,,,,,,,,,
0,-20.585,164.107,,,,,,,,,,,,,
0,-20.078,164.075,,,,,,,,,,,,,
0,-19.371,164.043,,,,,,,,,,,,,
0,-19.194,164.048,,,,,,,,,,,,,
0,-18.119,164.16,,,,,,,,,,,,,
0,-17.399,164.177,,,,,,,,,,,,,
0,-17.049,164.19,,,,,,,,,,,,,
0,-14.637,164.295,,,,,,,,,,,,,
0,-14.449,164.301,,,,,,,,,,,,,
0,-14.333,164.301,,,,,,,,,,,,,
0,-13.875,164.273,,,,,,,,,,,,,
0,-12.884,164.219,,,,,,,,,,,,,
0,-11.446,164.203,,,,,,,,,,,,,
0,-11.348,164.122,,,,,,,,,,,,,
0,-10.008,164.066,,,,,,,,,,,,,
0,-9.543,163.783,,,,,,,,,,,,,
0,-8.596,163.656,,,,,,,,,,,,,
0,-7.483,163.032,,,,,,,,,,,,,
0,-7.417,163.016,,,,,,,,,,,,,
0,-6.211,162.531,,,,,,,,,,,,,
0,-5.887,162.444,,,,,,,,,,,,,
0,-4.966,162.291,,,,,,,,,,,,,
0,-4.359,161.464,,,,,,,,,,,,,
0,-3.59,160.037,,,,,,,,,,,,,
0,-2.85,159.469,,,,,,,,,,,,,
0,-2.445,159.394,,,,,,,,,,,,,
0,-1.271,159.423,,,,,,,,,,,,,
0,-1.081,159.417,,,,,,,,,,,,,
0,-0.154,159.774,,,,,,,,,,,,,
0,1.515,160.367,,,,,,,,,,,,,
0,2.204,160.965,,,,,,,,,,,,,
0,2.869,161.56,,,,,,,,,,,,,
0,4.135,162.605,,,,,,,,,,,,,
0,4.188,162.64,,,,,,,,,,,,,
0,4.327,162.691,,,,,,,,,,,,,
0,5.269,162.94,,,,,,,,,,,,,
0,5.574,163.076,,,,,,,,,,,,,
0,5.683,163.08,,,,,,,,,,,,,
0,5.809,163.09,,,,,,,,,,,,,
0,9.303,163.699,,,,,,,,,,,,,
0,11.779,163.753,,,,,,,,,,,,,
0,13.77,163.762,,,,,,,,,,,,,
0,19.185,163.595,,,,,,,,,,,,,
0,21.314,164.157,,,,,,,,,,,,,
0,24.107,164.252,,,,,,,,,,,,,
0,24.678,164.332,,,,,,,,,,,,,
0,24.765,164.322,,,,,,,,,,,,,
0,24.981,164.36,,,,,,,,,,,,,
0,25,164.36,,,,,,,,,,,,,
0.2,2,200,,,,89,,,,,0,,,0,0
0,-25,164.598,,,,,,,,,,,,,
0,-24.465,164.625,,,,,,,,,,,,,
0,-24.268,164.619,,,,,,,,,,,,,
0,-23.168,164.814,,,,,,,,,,,,,
0,-22.58,164.897,,,,,,,,,,,,,
0,-22.368,164.912,,,,,,,,,,,,,
0,-22.306,164.928,,,,,,,,,,,,,
0,-22.227,164.935,,,,,,,,,,,,,
0,-21.898,164.893,,,,,,,,,,,,,
0,-20.39,164.734,,,,,,,,,,,,,
0,-19.406,164.71,,,,,,,,,,,,,
0,-19.222,164.719,,,,,,,,,,,,,
0,-18.491,164.681,,,,,,,,,,,,,
0,-18.448,164.681,,,,,,,,,,,,,
0,-18.404,164.686,,,,,,,,,,,,,
0,-17.857,164.834,,,,,,,,,,,,,
0,-17.518,164.795,,,,,,,,,,,,,
0,-16.797,164.752,,,,,,,,,,,,,
0,-15.983,164.744,,,,,,,,,,,,,
0,-15.682,164.726,,,,,,,,,,,,,
0,-14.104,164.907,,,,,,,,,,,,,
0,-12.445,164.891,,,,,,,,,,,,,
0,-9.84,164.745,,,,,,,,,,,,,
0,-8.92,164.686,,,,,,,,,,,,,
0,-8.672,164.69,,,,,,,,,,,,,
0,-8.417,164.701,,,,,,,,,,,,,
0,-7.49,164.732,,,,,,,,,,,,,
0,-7.376,164.726,,,,,,,,,,,,,
0,-6.701,164.72,,,,,,,,,,,,,
0,-6.227,164.82,,,,,,,,,,,,,
0,-4.201,164.418,,,,,,,,,,,,,
0,-3.739,164.367,,,,,,,,,,,,,
0,-3.591,164.338,,,,,,,,,,,,,
0,-3.181,164.197,,,,,,,,,,,,,
0,-2.816,164.099,,,,,,,,,,,,,
0,-2.557,163.919,,,,,,,,,,,,,
0,-1.664,163.15,,,,,,,,,,,,,
0,-1.121,162.704,,,,,,,,,,,,,
0,-0.915,162.565,,,,,,,,,,,,,
0,-0.811,162.505,,,,,,,,,,,,,
0,0.236,161.913,,,,,,,,,,,,,
0,1.888,162.492,,,,,,,,,,,,,
0,2.25,162.708,,,,,,,,,,,,,
0,2.608,163.02,,,,,,,,,,,,,
0,3.068,163.358,,,,,,,,,,,,,
0,3.551,163.757,,,,,,,,,,,,,
0,4.323,164.154,,,,,,,,,,,,,
0,4.871,164.156,,,,,,,,,,,,,
0,5.109,164.175,,,,,,,,,,,,,
0,6.172,164.246,,,,,,,,,,,,,
0,6.33,164.26,,,,,,,,,,,,,
0,6.357,164.263,,,,,,,,,,,,,
0,7.112,164.257,,,,,,,,,,,,,
0,7.199,164.249,,,,,,,,,,,,,
0,8.303,164.21,,,,,,,,,,,,,
0,8.319,164.211,,,,,,,,,,,,,
0,9.1,164.267,,,,,,,,,,,,,
0,9.382,164.249,,,,,,,,,,,,,
0,10.307,164.134,,,,,,,,,,,,,
0,10.4,164.141,,,,,,,,,,,,,
0,11.092,164.189,,,,,,,,,,,,,
0,11.826,164.004,,,,,,,,,,,,,
0,12.295,163.965,,,,,,,,,,,,,
0,13.078,164.172,,,,,,,,,,,,,
0,13.1,164.18,,,,,,,,,,,,,
0,13.12,164.177,,,,,,,,,,,,,
0,14.292,164.073,,,,,,,,,,,,,
0,14.89,164.145,,,,,,,,,,,,,
0,15.105,164.184,,,,,,,,,,,,,
0,15.358,164.166,,,,,,,,,,,,,
0,16.313,164.116,,,,,,,,,,,,,
0,16.895,164.173,,,,,,,,,,,,,
0,17.094,164.172,,,,,,,,,,,,,
0,17.381,164.172,,,,,,,,,,,,,
0,18.311,164.175,,,,,,,,,,,,,
0,18.763,164.186,,,,,,,,,,,,,
0,19.119,164.202,,,,,,,,,,,,,
0,20.196,164.229,,,,,,,,,,,,,
0,20.33,164.232,,,,,,,,,,,,,
0,20.597,164.213,,,,,,,,,,,,,
0,21.129,164.18,,,,,,,,,,,,,
