0,0,0,,,,99,,,,,0,,,óÑêÏêÖån,ésèÍêÏ
0,-25,167.584,,,,,,,,,,,,,
0,-24.756,167.576,,,,,,,,,,,,,
0,-24.15,167.422,,,,,,,,,,,,,
0,-23.816,167.397,,,,,,,,,,,,,
0,-22.961,167.39,,,,,,,,,,,,,
0,-22.906,167.389,,,,,,,,,,,,,
0,-22.73,167.38,,,,,,,,,,,,,
0,-21.974,167.349,,,,,,,,,,,,,
0,-21.04,167.32,,,,,,,,,,,,,
0,-21.039,167.32,,,,,,,,,,,,,
0,-21.038,167.32,,,,,,,,,,,,,
0,-20.071,167.327,,,,,,,,,,,,,
0,-19.761,167.32,,,,,,,,,,,,,
0,-19.09,167.299,,,,,,,,,,,,,
0,-18.482,167.299,,,,,,,,,,,,,
0,-18.127,167.321,,,,,,,,,,,,,
0,-17.222,167.35,,,,,,,,,,,,,
0,-17.169,167.351,,,,,,,,,,,,,
0,-17,167.373,,,,,,,,,,,,,
0,-16.192,167.49,,,,,,,,,,,,,
0,-15.277,167.401,,,,,,,,,,,,,
0,-15.17,167.386,,,,,,,,,,,,,
0,-15.139,167.4,,,,,,,,,,,,,
0,-14.222,167.646,,,,,,,,,,,,,
0,-13.875,167.651,,,,,,,,,,,,,
0,-13.234,167.695,,,,,,,,,,,,,
0,-12.949,167.79,,,,,,,,,,,,,
0,-12.393,167.91,,,,,,,,,,,,,
0,-11.842,167.825,,,,,,,,,,,,,
0,-7.793,168.219,,,,,,,,,,,,,
0,-6.057,168.697,,,,,,,,,,,,,
0,-5.152,168.683,,,,,,,,,,,,,
0,-4.572,168.353,,,,,,,,,,,,,
0,-4.165,168.102,,,,,,,,,,,,,
0,-3.773,167.84,,,,,,,,,,,,,
0,-3.264,167.593,,,,,,,,,,,,,
0,-2.927,167.385,,,,,,,,,,,,,
0,-2.829,167.273,,,,,,,,,,,,,
0,-2.692,167.218,,,,,,,,,,,,,
0,-1.561,165.993,,,,,,,,,,,,,
0,-1.078,165.947,,,,,,,,,,,,,
0,-0.508,165.955,,,,,,,,,,,,,
0,0.355,165.68,,,,,,,,,,,,,
0,0.604,165.608,,,,,,,,,,,,,
0,1.33,165.794,,,,,,,,,,,,,
0,1.541,165.821,,,,,,,,,,,,,
0,1.734,165.848,,,,,,,,,,,,,
0,2.31,166.192,,,,,,,,,,,,,
0,2.878,167.071,,,,,,,,,,,,,
0,2.969,167.242,,,,,,,,,,,,,
0,2.997,167.261,,,,,,,,,,,,,
0,3.849,167.807,,,,,,,,,,,,,
0,4.106,168.039,,,,,,,,,,,,,
0,4.69,168.455,,,,,,,,,,,,,
0,5.208,168.695,,,,,,,,,,,,,
0,5.594,168.88,,,,,,,,,,,,,
0,6.37,169.097,,,,,,,,,,,,,
0,6.506,169.121,,,,,,,,,,,,,
0,7.014,169.079,,,,,,,,,,,,,
0,7.406,169.04,,,,,,,,,,,,,
0,7.744,169.036,,,,,,,,,,,,,
0,8.184,169.03,,,,,,,,,,,,,
0,8.662,169.068,,,,,,,,,,,,,
0,9.032,169.088,,,,,,,,,,,,,
0,9.146,169.074,,,,,,,,,,,,,
0,10.055,169.012,,,,,,,,,,,,,
0,10.478,168.902,,,,,,,,,,,,,
0,11.106,168.7,,,,,,,,,,,,,
0,11.901,168.187,,,,,,,,,,,,,
0,12.221,167.996,,,,,,,,,,,,,
0,13.266,167.324,,,,,,,,,,,,,
0,13.335,167.277,,,,,,,,,,,,,
0,13.412,167.235,,,,,,,,,,,,,
0,14.206,166.892,,,,,,,,,,,,,
0,14.929,166.745,,,,,,,,,,,,,
0,15.036,166.726,,,,,,,,,,,,,
0,15.067,166.721,,,,,,,,,,,,,
0,16.041,166.537,,,,,,,,,,,,,
0,16.368,166.494,,,,,,,,,,,,,
0,17.037,166.335,,,,,,,,,,,,,
0,17.664,166.28,,,,,,,,,,,,,
0,18.029,166.262,,,,,,,,,,,,,
0,18.901,166.226,,,,,,,,,,,,,
0,18.989,166.222,,,,,,,,,,,,,
0,19.283,166.211,,,,,,,,,,,,,
0,19.743,166.208,,,,,,,,,,,,,
0,20.074,166.195,,,,,,,,,,,,,
