0,0,0,FALSE,,,52,,,,,0,,,,âÕêÏä«óùé{ê›ìôç\ë¢óﬂ
0,-25,105.076,,,,,,,,,,,,,
0,-20.963,105.265,,,,,,,,,,,,,
0,-19.953,105.035,,,,,,,,,,,,,
0,-18.77,104.943,,,,,,,,,,,,,
0,-17.568,104.897,,,,,,,,,,,,,
0,-16.757,104.395,,,,,,,,,,,,,
0,-16.39,104.124,,,,,,,,,,,,,
0,-15.587,104.049,,,,,,,,,,,,,
0,-15.195,104.119,,,,,,,,,,,,,
0,-14.478,103.963,,,,,,,,,,,,,
0,-14.322,103.876,,,,,,,,,,,,,
0,-14.154,103.788,,,,,,,,,,,,,
0,-13.518,103.541,,,,,,,,,,,,,
0,-12.424,103.19,,,,,,,,,,,,,
0,-12.318,103.138,,,,,,,,,,,,,
0,-12.261,103.202,,,,,,,,,,,,,
0,-11.393,103.875,,,,,,,,,,,,,
0,-10.962,104.113,,,,,,,,,,,,,
0,-10.103,104.841,,,,,,,,,,,,,
0,-9.999,104.841,,,,,,,,,,,,,
0,-8.83,105.083,,,,,,,,,,,,,
0,-8.759,105.086,,,,,,,,,,,,,
0,-7.93,105.097,,,,,,,,,,,,,
0,-7.864,105.092,,,,,,,,,,,,,
0,-7.512,105.111,,,,,,,,,,,,,
0,-6.665,105.153,,,,,,,,,,,,,
0,-6.481,105.146,,,,,,,,,,,,,
0,-5.765,105.09,,,,,,,,,,,,,
0,-5.383,105.099,,,,,,,,,,,,,
0,-4.544,105.088,,,,,,,,,,,,,
0,-4.199,105.07,,,,,,,,,,,,,
0,-3.655,105.024,,,,,,,,,,,,,
0,-3.082,104.981,,,,,,,,,,,,,
0,-2.455,104.804,,,,,,,,,,,,,
0,-1.915,104.411,,,,,,,,,,,,,
0,-1.638,104.109,,,,,,,,,,,,,
0,0.153,102.95,,,,,,,,,,,,,
0,2.716,104.275,,,,,,,,,,,,,
0,3.391,104.733,,,,,,,,,,,,,
0,6.351,106.27,,,,,,,,,,,,,
0,7.353,106.027,,,,,,,,,,,,,
0,9.967,106.246,,,,,,,,,,,,,
0,10.413,106.279,,,,,,,,,,,,,
0,10.549,106.299,,,,,,,,,,,,,
0,11.371,106.201,,,,,,,,,,,,,
0,13.052,106.273,,,,,,,,,,,,,
0,13.729,106.156,,,,,,,,,,,,,
0,14.523,106.005,,,,,,,,,,,,,
0,18.298,105.381,,,,,,,,,,,,,
0,19.697,105.287,,,,,,,,,,,,,
0,24.299,105.348,,,,,,,,,,,,,
0,25,105.376,,,,,,,,,,,,,
0.1,1,100,FALSE,,,109,,,,,0,,,,âÕêÏä«óùé{ê›ìôç\ë¢óﬂ
0,-25,106.582,,,,,,,,,,,,,
0,-24.913,106.579,,,,,,,,,,,,,
0,-24.201,106.608,,,,,,,,,,,,,
0,-24.052,106.605,,,,,,,,,,,,,
0,-23.998,106.607,,,,,,,,,,,,,
0,-23.918,106.6,,,,,,,,,,,,,
0,-23.123,106.507,,,,,,,,,,,,,
0,-22.566,106.513,,,,,,,,,,,,,
0,-22.149,106.515,,,,,,,,,,,,,
0,-21.68,106.525,,,,,,,,,,,,,
0,-21.132,106.536,,,,,,,,,,,,,
0,-20.356,106.524,,,,,,,,,,,,,
0,-20.253,106.523,,,,,,,,,,,,,
0,-20.179,106.525,,,,,,,,,,,,,
0,-19.985,106.518,,,,,,,,,,,,,
0,-19.331,106.515,,,,,,,,,,,,,
0,-18.947,106.505,,,,,,,,,,,,,
0,-17.822,106.554,,,,,,,,,,,,,
0,-17.69,106.562,,,,,,,,,,,,,
0,-17.272,106.564,,,,,,,,,,,,,
0,-17.026,106.56,,,,,,,,,,,,,
0,-16.95,106.562,,,,,,,,,,,,,
0,-16.023,106.561,,,,,,,,,,,,,
0,-15.455,106.555,,,,,,,,,,,,,
0,-14.989,106.52,,,,,,,,,,,,,
0,-14.63,106.516,,,,,,,,,,,,,
0,-13.963,106.538,,,,,,,,,,,,,
0,-13.112,106.527,,,,,,,,,,,,,
0,-12.95,106.526,,,,,,,,,,,,,
0,-12.233,106.553,,,,,,,,,,,,,
0,-11.938,106.562,,,,,,,,,,,,,
0,-11.247,106.497,,,,,,,,,,,,,
0,-10.892,106.471,,,,,,,,,,,,,
0,-10.74,106.459,,,,,,,,,,,,,
0,-10.075,106.466,,,,,,,,,,,,,
0,-9.905,106.476,,,,,,,,,,,,,
0,-9.042,106.506,,,,,,,,,,,,,
0,-8.372,106.498,,,,,,,,,,,,,
0,-7.957,106.465,,,,,,,,,,,,,
0,-7.547,106.479,,,,,,,,,,,,,
0,-6.725,106.524,,,,,,,,,,,,,
0,-6.017,106.505,,,,,,,,,,,,,
0,-5.675,106.492,,,,,,,,,,,,,
0,-5.16,106.566,,,,,,,,,,,,,
0,-4.781,106.583,,,,,,,,,,,,,
0,-3.624,106.547,,,,,,,,,,,,,
0,-3.469,106.544,,,,,,,,,,,,,
0,-2.836,106.211,,,,,,,,,,,,,
0,-2.487,106.035,,,,,,,,,,,,,
0,-1.936,105.934,,,,,,,,,,,,,
0,-1.592,105.812,,,,,,,,,,,,,
0,-1.387,105.694,,,,,,,,,,,,,
0,-0.947,105.198,,,,,,,,,,,,,
0,-0.657,104.629,,,,,,,,,,,,,
0,-0.101,104.022,,,,,,,,,,,,,
0,0.816,104.05,,,,,,,,,,,,,
0,0.939,104.06,,,,,,,,,,,,,
0,1.298,104.008,,,,,,,,,,,,,
0,1.565,103.983,,,,,,,,,,,,,
0,1.664,104.063,,,,,,,,,,,,,
0,2.393,104.561,,,,,,,,,,,,,
